galaxy,quality,radius_nominal_kpc,fractional_velocity_error,shadow_delta_v2_nominal_km2_s2,shadow_sign_probability_positive,shadow_sign_evidence_bits,shadow_fixed_nuisance_closure_cost_sigma,g_observed_p50_m_s2,g_baryonic_p50_m_s2,g_inobservable_p025_m_s2,g_inobservable_p16_m_s2,g_inobservable_p50_m_s2,g_inobservable_p84_m_s2,g_inobservable_p975_m_s2,mass_inobservable_p025_solar,mass_inobservable_p16_solar,mass_inobservable_p50_solar,mass_inobservable_p84_solar,mass_inobservable_p975_solar,inobservable_status,authority
UGC06786,1,4.86,0.021860465116279072,21882.28618,0.987060546875,5.272079545436801,12.548613368104611,3.08167348014338e-10,1.653808111020842e-10,1.558437232059076e-11,7.220016225605226e-11,1.430001902978579e-10,2.4746105536273507e-10,4.4417557921680603e-10,5233416859.051567,16159564343.950989,22932045121.764153,29347258405.82662,35801348429.52687,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.02,0.010883720930232557,21555.811480000004,0.98486328125,5.045803689613125,24.7588540640617,2.984453980927587e-10,1.6203664131516797e-10,1.4457342862136738e-11,6.712134880865012e-11,1.364407864856679e-10,2.3734984331428666e-10,4.2241939221354183e-10,4819550823.213881,16351493796.4228,23269669917.92975,29399522952.755455,35483347242.321396,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.18,0.013657407407407408,21789.47567,0.985595703125,5.117356950638158,19.76568441139645,2.9237521334193824e-10,1.5834000470751609e-10,1.4054305019897732e-11,6.610194829971287e-11,1.3428407094581295e-10,2.3216709923307582e-10,4.077652415693586e-10,5051624296.631148,16969058850.999302,24331494663.421013,30708527226.035976,37267757271.46013,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.35,0.020645161290322584,22100.00748,0.986083984375,5.167109985835259,13.151993199126142,2.8537880603419575e-10,1.539698221616301e-10,1.4086560801129968e-11,6.465042212921399e-11,1.3253462280900404e-10,2.2809413037632887e-10,4.029104758467917e-10,4657288416.689956,17796014837.820744,25415040346.712948,32425087838.862244,39473274024.116104,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.51,0.018387096774193548,22087.222530000006,0.98583984375,5.142019004872428,14.757016600955858,2.7584156448817315e-10,1.4940769854693674e-10,1.2627364162009349e-11,6.321979287911119e-11,1.280492088212007e-10,2.2293447797104207e-10,3.8977501516312927e-10,5127759314.540099,18282990686.431435,26219091265.23275,33313666336.519043,40484965627.59012,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.68,0.023577981651376145,22629.46993,0.986083984375,5.167109985835259,11.71595227778621,2.712223142260827e-10,1.442761210214465e-10,1.343326074554474e-11,6.404115196054069e-11,1.268399482952163e-10,2.200135425659966e-10,3.981493636046898e-10,5673792817.04976,19509077500.870773,27675120504.80381,35140819178.598335,43458409598.57865,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,5.84,0.011513761467889906,22774.876819999998,0.9873046875,5.299560281858908,24.175880285279153,2.6332979854956976e-10,1.3942761744052632e-10,1.6286533306799688e-11,6.360370827405608e-11,1.2460788696358567e-10,2.1305972481400138e-10,3.7425387159536696e-10,6661085814.074597,20816157999.58861,28622193606.16224,35853198512.70636,43679192263.14766,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,6.0,0.018036529680365298,23375.4693,0.98876953125,5.476438043942987,15.747408054375331,2.588268114581371e-10,1.3483741114793743e-10,1.8399504159858987e-11,6.510741317293249e-11,1.2360802134445694e-10,2.1309820987203532e-10,3.6979549034431313e-10,8501040944.17402,21908770826.528255,30350332226.485462,38112544504.736664,45975716630.30436,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,6.15,0.035799086757990865,23513.32895,0.987060546875,5.272079545436801,7.990113472849092,2.520125285422085e-10,1.3085070478980064e-10,1.4019854457031801e-11,6.301167914307565e-11,1.2197166716560193e-10,2.085730154313926e-10,3.701352995197208e-10,6676813743.356284,21807102642.296158,31050112807.213463,40314683390.0657,50499724035.46212,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,6.48,0.03534246575342466,23784.105480000002,0.98828125,5.415037499278844,8.205528384895604,2.39723722227945e-10,1.2276359634486546e-10,1.5893741607865077e-11,6.03735049800196e-11,1.1675611143500033e-10,2.0179875950718107e-10,3.559305115970517e-10,7940349665.404858,23797892394.707127,33110202173.006207,42516508307.23043,53196952527.646935,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,6.64,0.030547945205479453,23951.55147,0.9892578125,5.540568381362703,9.574017063236235,2.3422088189090917e-10,1.188323144911117e-10,1.7254598702213284e-11,6.029583608103793e-11,1.1509830452828668e-10,1.970645510363417e-10,3.4386083498914764e-10,9425936365.785206,24203425944.703377,34364933487.44653,43784497533.338745,53766353716.16276,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,6.81,0.028454545454545455,24600.77283,0.992431640625,6.045803689613125,10.50000296666727,2.3088398655506104e-10,1.1473566518867057e-10,1.930921588496332e-11,6.126517838068366e-11,1.1627308110495207e-10,1.9177027645645243e-10,3.3958883675859373e-10,11851205884.718182,26461493636.950066,36225981910.60806,45614209909.831955,56079346800.41332,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,7.1,0.011454545454545455,24992.405880000006,0.99267578125,6.093109404391481,26.589124780979564,2.2111990929941273e-10,1.081534186681167e-10,2.2909188704396376e-11,6.23561994078306e-11,1.1306834673930624e-10,1.871798426821691e-10,3.226910182130521e-10,14387269564.687492,29130773091.392136,38558493988.592804,47434148601.97359,57324446375.70749,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,7.13,0.05181818181818182,25044.562830000003,0.991455078125,5.870716983055034,5.8925563309197875,2.197786942840844e-10,1.0745987539955382e-10,1.7933145699963187e-11,5.988326629198761e-11,1.1217549261765861e-10,1.920967467566419e-10,3.366609382188077e-10,11198312762.132938,26899660192.356148,38709827578.74962,51245477810.00308,65827367237.75383,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,8.52,0.01331818181818182,28168.835320000002,0.99951171875,10.0,26.54051237453224,1.839393539163066e-10,7.784259907765594e-11,3.46449414106911e-11,6.49082751519288e-11,1.0611618292228591e-10,1.6726510891759536e-10,2.793315496955711e-10,28672761172.958687,41667897868.928055,52474059661.3575,64121082409.40716,76364645366.65327,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,10.66,0.007955555555555556,33380.74377,1.0,12.0003521774803,52.33665509137504,1.5375851496244972e-10,5.302717675395053e-11,4.330590240041386e-11,6.751163633929116e-11,1.0069157030286662e-10,1.5174637416859927e-10,2.447104842065604e-10,48706016190.03704,64715871208.75434,79131414186.18362,95024805891.33743,111249618152.99852,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,11.99,0.025043859649122806,35995.94012,1.0,12.0003521774803,17.785656719848994,1.4086131205986363e-10,4.367350620621463e-11,4.49861514492876e-11,6.632156115794684e-11,9.65987809028129e-11,1.4419524571248904e-10,2.2727391516265349e-10,59053496541.31174,77765713199.05096,96629846334.70752,117785417744.32556,137683220303.1919,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,12.1,0.04368421052631579,36084.86428,1.0,12.0003521774803,10.231749499047258,1.3900027099600427e-10,4.3034188834315517e-11,4.2582239320580874e-11,6.480905997486093e-11,9.583898576373117e-11,1.4530360039265686e-10,2.338428939072643e-10,56652951718.61085,76570103287.73337,97296978841.36003,122029248202.83347,148585040024.8488,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,12.33,0.03614035087719299,36278.92868,1.0,12.0003521774803,12.46118009740471,1.3652219736101849e-10,4.170874347725546e-11,4.2268244239154757e-11,6.50221012996806e-11,9.462894663966e-11,1.408033288969736e-10,2.2457471272300863e-10,60649927092.50996,79161562539.21619,100122601007.6868,123203434568.39777,147611990181.02655,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,12.78,0.00759825327510917,37083.5737,1.0,12.0003521774803,60.387883093470414,1.33116187867234e-10,3.934658284652405e-11,4.559373344103581e-11,6.491539152777414e-11,9.323435966798992e-11,1.369781914848022e-10,2.199478360351917e-10,66312915971.547264,87133462538.2173,106802269909.33784,127328079742.61978,148544237045.69632,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,14.93,0.007192982456140351,38166.863119999995,1.0,12.0003521774803,67.34980608551882,1.1275905505330327e-10,3.027845966372747e-11,4.227149080760849e-11,5.855905243746885e-11,8.221800288996464e-11,1.19302120209457e-10,1.8874170832616085e-10,78593598569.56248,104754733378.78397,129422033442.05777,154010151249.37976,179847595922.0377,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,17.08,0.005929203539823009,38669.21957,1.0,12.0003521774803,85.53303871247356,9.674369518296068e-11,2.3770218616815266e-11,3.871018567921706e-11,5.268964364467773e-11,7.320420205977475e-11,1.0445119492649767e-10,1.6450899410130068e-10,90182506841.42877,121315136656.5704,150528542752.24774,179668023780.03796,209932626101.2221,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,19.23,0.006150442477876106,39899.37553,1.0,12.0003521774803,86.5326936981539,8.602177941699214e-11,1.9012825799270934e-11,3.706418584680762e-11,4.9144992312554554e-11,6.694574834864619e-11,9.514966378017139e-11,1.471441808575362e-10,104059551248.30643,140340415525.18933,176052587697.38025,211023607581.16977,243625847132.04144,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,21.27,0.004889867841409692,41432.49633,1.0,12.0003521774803,113.98075692464052,7.84581137852446e-11,1.5524138436868202e-11,3.5590746520258007e-11,4.661888831688907e-11,6.300246335076048e-11,8.849937782206086e-11,1.3727129531868414e-10,117090203990.8801,161263790541.0072,202600288214.92932,243954898804.18787,283152909947.0074,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,23.42,0.0060352422907488995,42289.99593,1.0,12.0003521774803,95.53303781643285,7.141361445601709e-11,1.2897758912744158e-11,3.3828406341531913e-11,4.3530297178030556e-11,5.841369714559029e-11,8.159455414188119e-11,1.254662922896965e-10,131062197063.78394,180413035931.43237,228509250859.17276,275020734738.2092,320202848875.4488,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,25.57,0.012455357142857143,41768.959969999996,1.0,12.0003521774803,47.42297047752005,6.348846963222758e-11,1.07544328247981e-11,3.070286053217388e-11,3.945619060872861e-11,5.267410885130755e-11,7.371899396375198e-11,1.1398111281613104e-10,141066641535.99994,194207008146.29227,247120068157.2038,299166084709.1609,349162593525.1963,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,27.72,0.0431651376146789,39862.6357,1.0,12.0003521774803,13.865120117680542,5.54779904747584e-11,9.042823259139895e-12,2.6054034447973166e-11,3.4469013672114095e-11,4.6208672733364964e-11,6.599506404894755e-11,9.999308229464325e-11,139695535404.58594,196096625061.18643,252934502812.54358,317546848440.5314,378091485093.843,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,29.87,0.038046511627906975,39160.13238,1.0,12.0003521774803,16.0082192079575,5.0269893901640226e-11,7.738199565428033e-12,2.406760106410393e-11,3.1555098713508625e-11,4.2493239970896984e-11,5.942508845078216e-11,9.179341738916777e-11,147922412498.44476,209081501815.64627,268768849808.71255,332419817386.4529,399536916048.8671,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,32.02,0.023105022831050228,41399.36157,1.0,12.0003521774803,27.271948452557144,4.853200929225437e-11,6.705689892396451e-12,2.4786695845557155e-11,3.1801011868649223e-11,4.154798091589028e-11,5.755726108013742e-11,8.742698844809742e-11,169877568917.80725,238151286951.76248,307110602489.2987,373886231943.51184,446221441361.38007,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06786,1,34.05,0.033412322274881515,38358.28048,1.0,12.0003521774803,18.7939020544276,4.2347348575225335e-11,5.9222738605286705e-12,2.1251837190458984e-11,2.7360329475837294e-11,3.629493394441551e-11,5.0833386729758605e-11,7.811593045915851e-11,167959616501.23566,233322958565.41754,301199356470.94116,372099399689.7666,447036815724.8883,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,0.47,0.04264705882352941,1382.6580500000127,0.53271484375,0.09762488551397444,0.22014121410083085,5.156360326739976e-09,5.026012003785079e-09,-3.6196170464598484e-09,-1.678437895540928e-09,1.4188365286004478e-10,2.2362643391147093e-09,5.250110201234807e-09,-9568549235.709347,-3636770164.38116,235924411.4058404,2220361789.1217456,3660599135.4312716,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,0.59,0.04565217391304348,2312.5669700000144,0.54541015625,0.1373626424412063,0.33505720852668935,4.19759709161307e-09,4.074807371903406e-09,-2.820902333588571e-09,-1.3133182364455941e-09,1.6622575128885502e-10,1.895881154743317e-09,4.425806203592352e-09,-12317953433.86305,-4495565823.527046,401018890.48823327,3006123688.127354,4805327160.461309,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,0.71,0.060147601476014764,-440.1940999999788,0.49560546875,0.012735987927461424,0.049751709804962,3.3738166863853975e-09,3.3888700084634156e-09,-2.543641047905164e-09,-1.2086171828382337e-09,-1.1868752904897315e-11,1.4604294005440964e-09,3.582653041725918e-09,-15366168915.89766,-6025118125.148193,-45764172.203022376,3397766523.6373305,5673166498.116069,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,0.83,0.04473684210526316,-2078.3473200000008,0.47900390625,0.061890673780761275,0.32591542668503276,2.7753057985079836e-09,2.8564771911448723e-09,-2.1089630370440436e-09,-1.0601967004612964e-09,-5.119077665413527e-11,1.098864465282988e-09,2.70789821681063e-09,-17916954732.41739,-7188476511.643081,-248949049.21054858,3441973265.841888,5786357761.853054,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,0.94,0.046564885496183206,-2869.9707699999854,0.4658203125,0.10215454399448846,0.44434112501165623,2.3896336073859036e-09,2.4779367492269423e-09,-1.8407090584961845e-09,-9.564668129735902e-10,-6.642163961597355e-11,9.159723794320906e-10,2.3640306019045692e-09,-19532780557.69796,-8217204331.854442,-434077345.9241694,3614649100.9113636,6437874270.121564,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.06,0.046538461538461535,-3269.2385700000013,0.462890625,0.1112567511017409,0.5134520131733845,2.0769286818012318e-09,2.179136725546346e-09,-1.6516355178135859e-09,-8.39093534481253e-10,-7.579338068123925e-11,7.953310589845195e-10,2.001954784409169e-09,-22599152112.642555,-9252714962.80086,-625442612.3876314,4012735251.27603,6954650304.933166,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.18,0.04576923076923077,-2845.798419999992,0.46826171875,0.09461299498186918,0.4551490623257861,1.8727469159941964e-09,1.945601355203988e-09,-1.4908006996350203e-09,-7.389967832794e-10,-5.702326625543106e-11,7.12079910387631e-10,1.8571832854663498e-09,-24854522361.74097,-10258246638.67068,-536812264.6464165,4527677619.271319,7809098598.364674,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.3,0.03104247104247104,-2769.390819999986,0.4677734375,0.09611815426381976,0.6582394402988613,1.6914065653240533e-09,1.75072293534281e-09,-1.3030394552546139e-09,-6.422581190180981e-10,-4.568768370404986e-11,6.211310457237762e-10,1.6051877660994928e-09,-27647598951.714012,-11136510754.135706,-546171633.631568,4790679126.2966,7969657317.603814,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.42,0.03968871595330739,-3174.8900199999916,0.4638671875,0.10821629678168981,0.5984640152528067,1.5149751751448182e-09,1.588626113668108e-09,-1.1893299384210032e-09,-6.051070946688051e-10,-5.854457235532934e-11,5.559102523020421e-10,1.482264756296218e-09,-29537144167.21376,-12319492727.822912,-817838356.990325,5117899824.293581,8687188195.507908,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.53,0.03811023622047244,-3870.07405000001,0.448974609375,0.15529423558806232,0.775548724882607,1.3797907601135085e-09,1.4562551577165494e-09,-1.0974689267050995e-09,-5.616169818272416e-10,-6.636692604857093e-11,4.892201351116769e-10,1.3502442681215496e-09,-32163271854.31849,-13370923718.5273,-1147224573.5193672,5187319516.97571,8983877966.18946,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.66,0.02028688524590164,-7879.426470000006,0.3798828125,0.39637365501380806,3.1605673305541884,1.1681808361933727e-09,1.3232192310987986e-09,-1.0323202029994041e-09,-5.73245717739962e-10,-1.4185322654964768e-10,3.383305344019663e-10,1.0141886724407516e-09,-35954337767.35228,-15916635328.930548,-2631140401.7331147,4237577362.421161,7621494497.739247,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,1.89,0.0431140350877193,-13324.991099999992,0.288330078125,0.7942067506028427,2.8032796159400775,8.960643921986678e-10,1.1260103937457573e-09,-9.66309414533117e-10,-5.783389635754138e-10,-2.1866683462332081e-10,1.7852199292470547e-10,7.235142549998939e-10,-42650491882.85953,-20572021715.893654,-5461769608.36021,2878296267.3673544,7017804248.557003,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,2.01,0.08454545454545455,-15628.874349999984,0.2470703125,1.0170064253056899,1.7763050711385442,7.869541722507348e-10,1.0383276718727864e-09,-9.582406270959644e-10,-5.844874070260459e-10,-2.460145062747154e-10,1.2780695569888245e-10,6.195021035714714e-10,-47199420331.275375,-23160159347.06894,-6976528995.149695,2356803324.185999,7727476539.1073065,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,2.13,0.01911627906976744,-16457.96166999999,0.212890625,1.2318156752230736,8.604782465080175,7.086297595173872e-10,9.591583383851067e-10,-8.607235278837371e-10,-5.338106261869472e-10,-2.376692112517326e-10,6.61159526901221e-11,4.795171388194378e-10,-48504936535.91236,-24356504881.2444,-7926346432.806705,1452879405.3302207,5491541861.76669,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,2.24,0.0755868544600939,-16034.097569999998,0.2275390625,1.1358138553457198,2.16127230907,6.653123396799143e-10,8.938060970933267e-10,-8.085914895370831e-10,-5.057080603906771e-10,-2.2449718144659964e-10,8.63455978285473e-11,5.14561651775883e-10,-50679696917.52684,-25345209616.170597,-7898192484.531275,1978101205.2167258,7467472946.562869,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,3.1,0.04206140350877193,85.47670000000653,0.50537109375,0.01558154119886184,0.01955432971317694,5.464293845611844e-10,5.46995041712539e-10,-3.6093511837598583e-10,-1.837647233525651e-10,3.057802894859778e-12,2.201962959079694e-10,5.523320173815799e-10,-43667965500.20458,-17593566496.46881,227431224.86487874,9511297626.12868,15486192848.06475,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,3.79,0.03059322033898305,10429.357020000003,0.728515625,0.8810589272764926,3.218893402892808,4.787878369639604e-10,3.912978463319771e-10,-1.8303608171026608e-10,-5.042648230032886e-11,8.768030731784333e-11,2.6685838752603096e-10,5.501421850877877e-10,-33077520971.583862,-7273004156.276633,8868402260.842777,17225154067.078762,24257131716.991,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,3.9,0.030677966101694917,11374.678379999998,0.751220703125,1.0070616638341863,3.5184673007961345,4.6479709012350587e-10,3.7242064684713693e-10,-1.5556253905755202e-10,-3.993475441185224e-11,9.354611348092021e-11,2.6855522868368154e-10,5.442673528405537e-10,-31374206242.411407,-6138651073.980913,9966874541.347336,18460094603.682243,25640900403.192135,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.14,0.034852320675105485,13642.700219999999,0.796142578125,1.2943676126385855,3.7265063254597486,4.448860920631525e-10,3.365974728114943e-10,-1.280604702951994e-10,-1.841365474246831e-11,1.076641173353742e-10,2.6839829395034366e-10,5.242738355651441e-10,-29516225227.637814,-3388383056.8602595,12669215356.473774,21107216142.874203,28625222687.87546,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.25,0.017172995780590717,14422.396450000007,0.81689453125,1.4492532146167567,8.029519413843264,4.2917249581275327e-10,3.2189926633562396e-10,-1.1331876210714227e-10,-1.0977959461643543e-11,1.0986519300007423e-10,2.6523448892124245e-10,5.233103286395939e-10,-27441345583.1663,-2021092086.9241827,13489059331.256313,21622800599.28855,28539352772.497726,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.37,0.017046413502109704,15221.703820000002,0.835693359375,1.6055373053896829,8.575647857481323,4.1843389387372e-10,3.072065991731248e-10,-1.0211995475554135e-10,-2.0637855467649325e-12,1.1282290785043912e-10,2.6292661509597793e-10,5.166830104706115e-10,-25281685165.93147,-426572630.5657294,14778944171.77941,22767237592.243702,29837458371.59487,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.49,0.008185654008438818,15966.643329999999,0.848876953125,1.7262044007857353,18.81172501426712,4.087097732129149e-10,2.9372337563895673e-10,-9.082473426495671e-11,4.265263080766863e-12,1.1434146745937258e-10,2.583453272240337e-10,4.998005225848737e-10,-24224199041.930748,842352623.6444691,15884238692.45541,23811545384.475864,31012866613.913563,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.61,0.006286919831223628,16671.958920000012,0.8642578125,1.8810589272764926,25.678775145650057,3.9710779453331647e-10,2.8109806512476205e-10,-8.138775141907065e-11,9.574229967609323e-12,1.1650183762076064e-10,2.5650809118647245e-10,4.901710370618053e-10,-22611088478.57763,2024930466.206271,17043428194.029993,24844131559.331615,32149732927.171406,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,4.72,0.010084745762711863,16802.900030000004,0.8701171875,1.9447175644988104,16.29691756849452,3.851704321320069e-10,2.7031536559347023e-10,-7.826447312568225e-11,1.1358164808527221e-11,1.1511795553317857e-10,2.509976462240495e-10,4.754610751860608e-10,-22402545846.406563,2447107437.908393,17460687168.587013,25628880259.03942,33043895932.330555,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
UGC06787,2,5.16,0.010212765957446808,18353.56287,0.901123046875,2.338221902228013,17.90859727111896,3.482719024290082e-10,2.347032186834797e-10,-5.2078337372485626e-11,2.3079375637239278e-11,1.1490772503159405e-10,2.3499363444438913e-10,4.470670143832153e-10,-18862853281.808964,6167690631.324304,20621774488.53198,29002293068.738228,36906428028.14798,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
